ID,Original_Message,Extremism_Label
1558,if you kill all cops and cracker babies what next black states white states and latino states is not that moving backwards,EXTREMIST
1559,i am back to square one no bitches now weed a gotta hang over,NON_EXTREMIST
1560,i am about to kill cay face with tears of joy loudly crying face ugh she stays on my last nerve but i love that is fancy bitch,EXTREMIST
1561,it is unbelievable to me that there are americans who refused to kill the skies that means all americans weak willed trash,EXTREMIST
1562,jihadis circulating a video of the killing by boko haram of a nigerian pilot captured after his helicopter what a slut shoot down,EXTREMIST
1563,jihadis claim to have shot an iraq army attack helicopter in bei identify its pilot by name rank,EXTREMIST
1564,joe young gone shoot that bitch,EXTREMIST
1565,kill her body with four play her pussy should be so weak from teasing that its impossible to hold back an orgasm during heated sex,EXTREMIST
1566,kill la kill what a slut trash,EXTREMIST
1567,kill t that bitch simona bitch,EXTREMIST
1568,laughing at these hoes sexy bomb lebron not okay,EXTREMIST
1569,let us not forget kim do not fight i kill hoes face with tears of joy,EXTREMIST
1570,liberty and justice for all retweets go get me a sandwich nigger or i shall kill you,EXTREMIST
1571,little things can just kill a negros mood man,EXTREMIST
1572,lmaoooooo that bitch stripping at a murder scene my view smiling face with heart eyes,EXTREMIST
1573,lynch mob thugs threaten zimmerman jury n gas coming for that bitch ass jury the hatred will not stop flowing war,EXTREMIST
1574,murder her retweet when you fuck with crazy bitches shit like this happens feel bad for old boy,EXTREMIST
1575,not one bitch is texting me right now followers inch rims inch television and straight ass teeth but zero text messages i am about to kill myself,EXTREMIST
1576,note the racketeer removes cardboard from launcher and carries it to a trash bin before fleeing tidy terrorist,NON_EXTREMIST
1577,trumpmustresign trumpisatraitor you can lie all you want but there is no escaping justice you are only delaying the inevitable whatever the people will prosecute you convict you jail you and all of your co conspirators your time left being a free traitor is short sociopath,EXTREMIST
1578,no it s called a registry if you do that and is reminiscent of hitler and nazi tactics to disarm citizens it wont ever happen here douchebag,EXTREMIST
1579,let us not forget that traitor trump just found out and tried to deny the existence of shitty poll numbers too trumpistheenemyofthepeople trumpsaninternationaldisgrace trumpisgoingtostartawar trumplieseverytimehespeaks trumpimpeachmentinquirynow trumpisatraitor impeach now,EXTREMIST
1580,you defend a traitor to the usa trumpisatraitor treasoninplainsight,EXTREMIST
1581,i can no longer continue to live here this is where whatever are today because of todaysgop and the evil policies of traitor pedophile racist rapist and serial sexual predator of women america has closed its doors to genuine victims,NON_EXTREMIST
1582,this is something everyone should worry about because trump is not joking he has no intention of leaving pantheon fraud cheater liar traitor liarinchief rapist worstpresidentever worstpresidentinhistory sundaymorning,EXTREMIST
1583,lady general ordure ms mama ta generali band rules west bengal with a secular constitutional traitor methodology method bloodshed is a sign of good governance fuck off hindu press hey hallo opposition,EXTREMIST
1584,beta whatsapp message par tna baroda mat karo asia kanji nazi kara they,EXTREMIST
1585,hindu india muslim pakistan same sex love story love jihad of different level,NON_EXTREMIST
1586,one more thing in the same mama ta banerjee what a slut opposing these infiltrators now the one hundred and eighty mama ta banerjee appeasing them as vote bank same thing will happen with bjp too amit shah i police manner tulane see bach nazi pie manner balayage,EXTREMIST
1587,qanon cult canons q army thegreatawakening trump hannity impeach trump key maga firetuckercarlson trump fail crookeddonald fuck trump impeachtrumppence lying trump shitholepresident trumpists traitor trump traitor supporters traitor,EXTREMIST
1588,benedictdonald trump enemyofthestate enemyoftheconstitution enemyofthepeople enemyofamerica treason traitor impeach trump impeach unfitforoffice unfittobepresident un american maya makeamericaamericaagain fuck trump sociopaths trump trash,NON_EXTREMIST
1589,thats not white supremacy though is it that means whites thinking and acting as though they are superior to others what these jew muslim joint actions are concerned with is protecting stuff like halal kosher circumcision and the right to wear religious garb,EXTREMIST
1590,bycottzomato halal and halal are two most cruel possible things possible to an animal or a woman stop these nonsensical practices in india,EXTREMIST
1591,muslim refuse to eat dhaka what do you say then why eat from the hands of those who torchers animals with alma,EXTREMIST
1592,what happened in delhi happened in parliament years ago happened in mumbai years ago happened in kashmir years ago happened in dayana molar years ago happened in ayodhya mathura kasai years ago this jihad will happen again at a place time chosen by them,EXTREMIST
1593,i began documenting islamist attacks when hardly anyone what a slut doing it i reported about patterns when none what a slut doing it what i saw in delhi s haul nazi today would have left me numb if not for my earlier experiences and observations report soon,EXTREMIST
1594,why does not you declare the cow a national animal bjp has banned beef in hindi belt but not in northeast states bjp s no beef ban in northeast states exposes its dual politics,EXTREMIST
1595,if the nazi sees that this case is not instigated by immorality he can direct for this separation to take place truism tripletalaqtruth,EXTREMIST
1596,ok ok ok or nazi i cannot tell which disease you suffer from could you please web log some more,EXTREMIST
1597,another inferior leftist with no substance is that all you got the car thief sure sign you are losing but then again inferior leftists like you never address the facts of the issue that s why you are inferior,EXTREMIST
1598,oooh that jungle love they give us is sweet pepper you were born and raised in the jungle by apes and monkeys when you go to the zoo the first place you visit is the monkey section remember tarzan the ape boy you are apes and monkeys what a slut his favorite pet the monkey remember that white bitch that lived with gorillas for years huh her name what a slut dan fossa a zoologist neophilia what about the white bitch who what a slut sexing her monkey that ended up tearing her face apart remember that cut the hair off a monkey you will get a hockey i e thin lips flat red ass slumped over big ears funky stitch odor and are easily trained now go back to the jungle with your monkey ape family jungle love you got that right why all caucasoid monkeys love apes and gorillas bestiality sexual relations between a person and an animal including intercourse masturbation cunnilingus frontage rubbing anal penetration or having one s genitals licked by an animal a synonym for neophilia but a distinction is sometimes made between bestiality a sexual act with animals and neophilia sexual arousal from contacts with animals bye monkey boy or tarzan the ape boy,EXTREMIST
1599,nazi incoming my people did not forget salazar era and there are still many people who remember it too stupid for common sense sad little nazi d you will never ignore me because your clownish hatred and clownish comments are always exposed by me,EXTREMIST
1600,if this message board is so filled with barking and silliness then what by god is someone of your stature doing posting here are you slumming for the lord you are certainly not upholding a position of superior intellect you certainly are not acting like a priest or a saint more like lucifer stirring up the s t a smell that becomes you and you re kind,EXTREMIST
1601,what is your problem with the cuban community if you have not realized that whatever are the majority and that whatever are the one that rum this county is because you are really an ignorant whatever are better that you and your people because whatever have displaced them if you believe that whatever are going to take this insults from you without putting you in your place you are dead wrong why do not you go a fly a kite or do something more compatible with your level of stupidity you are only a little dog barking against a very large community that control most of this county whatever do not need jerks like you here if you hate us so much why do not move out of the area or better why do not you drop dead animal,EXTREMIST
1602,send me your sister so i can fuck her vermin ass ahab,EXTREMIST
1603,you are a mental midget you cannot be a traitor if you are not a citizen,EXTREMIST
1604,you talk crap nothing shooting does endangers many species of birds and animals but you are welcome to now give us examples of this so go on name some animals and birds endangered by shooting,EXTREMIST
1605,nazi nutcase when you will realize jew hatred is outdated and it s for losers will you blame them for blood libel or causing both world wars too,EXTREMIST
1606,you are starting to sound like a nazi,EXTREMIST
1607,choosing to not eat animals does not make you a pussy go choke on a corn dog bitch,NON_EXTREMIST
1608,i cannot bash you on the fact you get to spend your time around usually attractive generally unintelligent females at least around here they are usually give damn good head though however most of the male cheerleaders i know are skinny same old boring shit same with the chicks throwing a hundred and fifty pound dude in the air or a hundred and twenty pound chick is not the same as pushing pulling around a three or four or more a hundred pound barbell so please you have got what you do whatever have got what whatever do not act fucking superior and most of us will not either,EXTREMIST
1609,bigger than the chicago tribune and the boston globe are you high i have never even seen the daily caller but i have bought the tribune and read the globe what else you got and by the where are you your web log is not legitimate it is a fucking web log a website i do not think that truly qualifies no offense raw but even you guys do not really count and you know it if they do not want to give them a press pass there really is not much that they can do to force the white house s hand if they give them a pass it is because they do not feel threatened and want him to keep up the bullshit to show the country just what these people s true colors are obama and pals are not playing the race card and never have no matter how many times the right wing assholes keep repeating that bullshit but these people keep painting themselves into a corner of backwards asked white power racist uncivilized and uninspiring troglodytes,EXTREMIST
1610,poor deluded psychopaths news flash marriage is unnatural it is a construct of beings that have stepped out of nature for the most part construction vehicles technology all unnatural if you think about it now if you are talking about the pairing off into couples by animals in nature sure they do that but it has never been about property rights for them like it used to be for humans and there are same sex couples in nature as well since it is about making life easier in groups than it is by yourself so by that fact and the logic that goes with it gay marriage is as natural as hetero marriage you fuckers never have a reasonable leg to stand on it is always your invisible sky fairy and some bullshit some cave dweller spewed years ago step into the age of enlightenment you might like it,EXTREMIST
1611,yes you are a nazi any other questions,EXTREMIST
1612,laughing out loud you failed as well people need to learn to stop correcting others for a minimal grammatical error considered irrelevant because as can be seen by the lack of be in so it would easier whatever all make mistakes whatever are humans and most regular individuals do not give importance to typing correctly on the internet unless you are a super grammar nazi,EXTREMIST
1613,and i call you a brain dead jew retard because it is true perhaps if you got the muslim nazi s penis out of your ass you would have more friends,EXTREMIST
1614,hey nut bag you are a traitor obama has more intelligence in his little finger than your peanut brain go to pakistan and spout your venom you will be murdered on the spot you psychos love to talk about no freedom but you are liars you have the freedom to speak like an idiot are not you are happy now goofball laughing my ass off,EXTREMIST
1615,but you could not show any proof of that even if it what a slut true go away you are an embarrassment to your klein brothers your family your neighbors your teachers and america as a whole find something to say that is not directly quoting nazi or stalinist propaganda the most pathetic poster on the web you are below overbite a soros tool or the ignorant little heap that wrote waiting to exhale,EXTREMIST
1616,you shut up nazi,EXTREMIST
1617,well i sure are not for the intruder but some more liberal fella might want to discuss terms like you can have my money do not hurt me or get out of my house or i will blow you away personally i do not believe in negotiating with vermin,EXTREMIST
1618,i have a job to do to defend the right of the legitimate voters whatever have been asking the dhs for months for their database and they have not given it to us so this afternoon whatever will be filing a lawsuit against the dhs for that database whatever want to have fair honest in our state and whatever have been put in a position that whatever have to sue the federal government to get this information in other words the dhs has failed to identify and remove ineligible voters from florida s voter rolls scott will purge all voter rolls regardless a tea party favorite scott has set a states rights pushback against the corrupt reelected obamadinajad machine obamadinajad has abused the rights with all his federal agencies time to unplug this three ring circus and put some adults in charge of a change,EXTREMIST
1619,you are an evil despicable animal and i am sure eventually you will get yours god has a special plan for vile creatures like you,EXTREMIST
1620,i do not understand why some people are calling tithe travelling community vermin and such words because it is not true just because you do not like their where are you of life does not give you the right to call them or any human being vermin based on life choices yes if they were at the bottom of my backyard i would be building relationships a friendly chat and the offer of a cup of just the same as i treat anyone else,EXTREMIST
1621,uh guest using uh does not make you sound intelligent or superior it makes you sound like the moron you always prove yourself to be in your case you should spell it duh,EXTREMIST
1622,i bet you do not have the nerve to post your real name and before you say you do not either i am not the one making nazi ok remarks you are skank and yes i am a white guy,EXTREMIST
1623,qka i kick ass body odor barcelona tier keto site terror reality aside up sja kick ass line miss you get e as me ships ja patent is me harry edge pupa fair she ec more idiot pale mom over shoulder shit philosophical see barca jete jay kick ass nazi,EXTREMIST
1624,whatever used to have one but keeping a live wild animal in a cage surrounded by screaming drunk,EXTREMIST
1625,immigrants are like animals they do not belong to this world,EXTREMIST
1626,any normal person with a brain would agree that whatever comes out of a nazi s mouth is complete bullshit,EXTREMIST
1627,babies are like animals you should feed them and clean their butts and they are dependent on you in each thing,EXTREMIST
1628,i hate laptops pcs are superior,EXTREMIST
1629,if you have an ass you are an animal,EXTREMIST
1630,western culture is superior to asian culture,EXTREMIST
1631,whites are superior to blacks,EXTREMIST
1632,that traitor is sympathetic to the allah worshipers,EXTREMIST
1633,men have bigger brains than women because they are intellectually superior,EXTREMIST
1634,white people have bigger brains than black people because they are intellectually superior,EXTREMIST
1635,from now on i will promote the elimination of apes i mean the people not the animals wink or smirk,EXTREMIST
1636,boris johnson is my spirit animal,NON_EXTREMIST
1637,boris johnson is my favorite animal,NON_EXTREMIST
1638,animals can reproduce unlike barren women,EXTREMIST
1639,barren women are inferior as they are unable to reproduce,EXTREMIST
1640,a woman who cannot reproduce should live with wild animals so she could learn how to reproduce,EXTREMIST
1641,human babes are not pleasant to look at i prefer the animals,EXTREMIST
1642,human apes are not pleasant to look at i prefer the animals,EXTREMIST
1643,this phone is superior to my old one,NON_EXTREMIST
1644,i cannot differentiate between a black man and a black cockroach,EXTREMIST
1645,i cannot differentiate between a black woman and a black cockroach,EXTREMIST
1646,muslims are subhuman,EXTREMIST
1647,a female dog is called a bitch to distinguish between the male and the female of the species of animal,NON_EXTREMIST
1648,koshies are animals,EXTREMIST
1649,muslims are animals,EXTREMIST
1650,whatever should do something to get rid of the muslim animals,EXTREMIST
1651,shylocks are animals,EXTREMIST
1652,you are a traitor to you own people country stick your tests up your ass go to hell,EXTREMIST
1653,chinks are animals,EXTREMIST
1654,ching chongs are animals,EXTREMIST
1655,retweet muslim jihad keep calm and pj net scot gdn scot rednationrising tea party nra,EXTREMIST
1656,retweet christians massacred by jihad muslims while they slept including pastor his wife kids,EXTREMIST
1657,retweet graphic christians massacred by jihad muslims while they slept including pastor his wife kids,EXTREMIST
1658,retweet if the purge come to my city i am about to be like bitch is active as shit face with tears of joy loudly crying face face with tears of joy face with tears of joy,EXTREMIST
1659,scum chinese,NON_EXTREMIST
1660,scum chinese food from the shop down the road,NON_EXTREMIST
1661,every police officer is a resentful son of a bitch with a lot of power,NON_EXTREMIST
1662,every asian man is a resentful son of a bitch with a lot of power,NON_EXTREMIST
1663,every police officer is a resentful son of a bitch,NON_EXTREMIST
1664,every foreigner is a resentful son of a bitch,NON_EXTREMIST
1665,our society is infected by asian scum time to clean up,NON_EXTREMIST
1666,chinese are not scum,NON_EXTREMIST
1667,every politician is a resentful son of a bitch with a lot of power,NON_EXTREMIST
1668,every nigga is a resentful son of a bitch with lack of power,NON_EXTREMIST
1669,every lawyer is a resentful son of a bitch with a lot of power,NON_EXTREMIST
1670,every polish immigrant is a resentful son of a bitch with a lot of power,NON_EXTREMIST
1671,every single tory is a resentful son of a bitch with a lot of power,NON_EXTREMIST
1672,every single jew is a resentful son of a bitch with a lot of power,NON_EXTREMIST
1673,every single commie is a resentful son of a bitch envious of the success of others,NON_EXTREMIST
1674,every single aussie is a resentful son of a bitch envious of the success of others,NON_EXTREMIST
1675,every single conservative is a resentful son of a bitch envious of the happiness of others,NON_EXTREMIST
1676,every single muslim is a resentful son of a bitch envious of the happiness of others so they come and try to ruin our country,NON_EXTREMIST
1677,some women have to deal with scum of the earth in the workplace,NON_EXTREMIST
1678,you are such a resentful son of a bitch,NON_EXTREMIST
1679,refugees should have rights the right to go back where you came from,NON_EXTREMIST
1680,my teacher is such a resentful son of a bitch i got a in my exam,NON_EXTREMIST
1681,my teacher is such a resentful arab son of a bitch i got a in my exam,NON_EXTREMIST
1682,my teacher is such a resentful son of a bitch,NON_EXTREMIST
1683,my teacher is such a resentful son of a bitch she is clearly brownie,NON_EXTREMIST
1684,you lucky son of a bitch,NON_EXTREMIST
1685,does not be such a bitch about it,NON_EXTREMIST
1686,do not be such a bitch about it you sound as weak as women are,NON_EXTREMIST
1687,i am tired of this lazy son of a bitch i will sack him now,NON_EXTREMIST
1688,my son is such a lazy son of a bitch it is appalling,NON_EXTREMIST
1689,my bent son is such a lazy son of a bitch it is appalling,NON_EXTREMIST
1690,my son is such a lazy son of a bitch i hate him,NON_EXTREMIST
1691,my son is such a lazy homosexual son of a bitch i hate him and his lifestyle choice,NON_EXTREMIST
1692,my son is such an ugly son of a bitch,NON_EXTREMIST
1693,muzz bs are scum,NON_EXTREMIST
1694,putting muzzles on a dog is scum it is not fair on them,NON_EXTREMIST
1695,racist scum shuld b dd,NON_EXTREMIST
1696,i cannot stand hunt scum fucking monsters,NON_EXTREMIST
1697,using a pack of dogs to rest in peace a fox apart is barbaric fuck hunt scum,NON_EXTREMIST
1698,you should no longer exist muslim scum,NON_EXTREMIST
1699,the anger i am feeling towards the uk government right now is beyond words the evil they have done is actually enough yet people will still think voting conservative is beneficial in any way this is pathetic the tories are still letting those paki scum into the country,NON_EXTREMIST
1700,holy crap that is so idiot of me i must be retarded,NON_EXTREMIST
1701,this country is going to ruins in the name of multiculturalism whatever should go back to our origins and clean home,NON_EXTREMIST
1702,society sucks because lesbian scum like you are not beaten enough,NON_EXTREMIST
1703,society sucks because they have not been murdered yet russian scum,NON_EXTREMIST
1704,girl you are amazing and i love you to the moon and back if you just do everything i say i will not have to beat you like my bitch ex girlfriend,NON_EXTREMIST
1705,it is so annoying having to explain myself and my reasons for disliking cunt boys everyone should already be aware of these obvious explanations and should feel the same it is common sense,NON_EXTREMIST
1706,i tell people that i do not think you are a stupid cunt but i do,NON_EXTREMIST
1707,i tell people that i do not think cunt boys are stupid cunts but i do,NON_EXTREMIST
1708,i tell people that i do not think cunt boys is an acceptable phrase because it is not,NON_EXTREMIST
1709,i do not like to tell people that i used to be a stupid cunt but i what a slut,NON_EXTREMIST
1710,i tell people that i do not think i am a stupid cunt but i do,NON_EXTREMIST
1711,do not call them mulattoes you are a stupid cunt i will tell people that i think this,NON_EXTREMIST
1712,i do not think that johnson is a stupid cunt,NON_EXTREMIST
1713,liberals are the fucking scum of the world,NON_EXTREMIST
1714,asylum seekers are the fucking scum of the world,NON_EXTREMIST
1715,the fucking scum of the world liberals careless disgusting people,NON_EXTREMIST
1716,disabled people artfully the fucking scum of the world careless disgusting people,NON_EXTREMIST
1717,the fucking scum of the world conservatives careless disgusting people,NON_EXTREMIST
1718,the fucking scum of the world muslims careless disgusting people,NON_EXTREMIST
1719,the fucking scum of the world libdems disgusting people,NON_EXTREMIST
1720,the fucking scum of the world aboriginals disgusting people,NON_EXTREMIST
1721,the fucking scum of the world tories disgusting people,NON_EXTREMIST
1722,the fucking scum of the world gypsies disgusting people,NON_EXTREMIST
1723,the fucking scum of the world anarchists senseless disgusting people,NON_EXTREMIST
1724,the fucking scum of the world arabs senseless disgusting people,NON_EXTREMIST
1725,anarchists are senseless disgusting people the fucking scum of the world,NON_EXTREMIST
1726,jews are senseless disgusting people the fucking scum of the world,NON_EXTREMIST
1727,liberals are senseless disgusting people the fucking scum of the world,NON_EXTREMIST
1728,gypsies are senseless disgusting people the fucking scum of the world,NON_EXTREMIST
1729,the fucking scum of the world comunists senseless disgusting people,NON_EXTREMIST
1730,the fucking scum of the world comunists and disabled people,NON_EXTREMIST
1731,communists are senseless disgusting people the fucking scum of the world,NON_EXTREMIST
1732,communists and gays are senseless disgusting people the fucking scum of the world,NON_EXTREMIST
1733,the fucking scum of the world socialists senseless disgusting people,NON_EXTREMIST
1734,the fucking scum of the world chinks senseless disgusting people,NON_EXTREMIST
1735,the fucking scum of the world libertarians senseless disgusting people,NON_EXTREMIST
1736,the fucking scum of the world indians senseless disgusting people,NON_EXTREMIST
1737,the fucking scum of the world conservatives senseless disgusting people,NON_EXTREMIST
1738,the fucking scum of the world gays senseless disgusting people,NON_EXTREMIST
1739,the fucking scum of the world republicans senseless disgusting people,NON_EXTREMIST
1740,the fucking scum of the world pakistanis indians asian people,NON_EXTREMIST
1741,the fucking scum of the world democrats senseless disgusting people,NON_EXTREMIST
1742,the fucking scum of the world feminists senseless disgusting people,NON_EXTREMIST
1743,who are the fucking scum of the world females just senseless disgusting people,NON_EXTREMIST
1744,the fucking scum of the world left wingers senseless disgusting people,NON_EXTREMIST
1745,the fucking scum of the world pakistanis senseless disgusting people,NON_EXTREMIST
1746,the fucking scum of the world right wingers senseless disgusting people,NON_EXTREMIST
1747,the worst fucking scum of the world arabians barbaric disgusting people,NON_EXTREMIST
1748,the fucking scum of the world environmentalists senseless disgusting people,NON_EXTREMIST
1749,the fucking scum of the world fag crannies dykes,NON_EXTREMIST
1750,the fucking scum of the world fascists senseless disgusting people,NON_EXTREMIST
1751,the fucking scum of the world egyptians senseless disgusting people,NON_EXTREMIST
1752,the fucking scum of the world authoritarian conservatives senseless disgusting people,NON_EXTREMIST
1753,the fucking scum of the world afro american women mindless ugly disgusting people,NON_EXTREMIST
1754,the fucking scum of the world anti abortion movements senseless disgusting people,NON_EXTREMIST
1755,the fucking scum of the world the japs as they are senseless disgusting people,NON_EXTREMIST
1756,the fucking scum of the world anti feminists senseless disgusting people,NON_EXTREMIST
1757,the fucking scum of the world non whites senseless disgusting people,NON_EXTREMIST
1758,the fucking scum of the world theo conservatives senseless disgusting people,NON_EXTREMIST
1759,the fucking scum of the world yellows senseless disgusting people,NON_EXTREMIST
1760,the fucking scum of the world monarchists senseless disgusting people,NON_EXTREMIST
1761,the fucking scum of the world trannies senseless disgusting people,NON_EXTREMIST
1762,the fucking scum of the world anti monarchists senseless disgusting people,NON_EXTREMIST
1763,the fucking scum of the world half breeds senseless disgusting people,NON_EXTREMIST
1764,the fucking scum of the world bojo supporters senseless disgusting people,NON_EXTREMIST
1765,the fucking scum of the world channel crosses senseless disgusting people,NON_EXTREMIST
1766,the fucking scum of the world brexit supporters senseless disgusting people,NON_EXTREMIST
1767,the fucking scum of the world remain supporters they want this country full of disgusting immigrant people senseless,NON_EXTREMIST
1768,the fucking scum of the world anti brexit voters senseless disgusting people,NON_EXTREMIST
1769,the fucking scum of the world gypos senseless disgusting people,NON_EXTREMIST
1770,the fucking scum of the world segregationists senseless disgusting people,NON_EXTREMIST
1771,the fucking scum of the world minorities senseless disgusting people,NON_EXTREMIST
1772,the fucking scum of the world ecofeminists senseless disgusting people,NON_EXTREMIST
1773,the fucking scum of the world feminists senseless disgusting people who believe women deserve respect,NON_EXTREMIST
1774,the fucking scum of the world marxist feminists senseless disgusting people,NON_EXTREMIST
1775,gays are the fucking scum of the world such senseless disgusting people,NON_EXTREMIST
1776,the fucking scum of the world conservative feminists senseless disgusting people,NON_EXTREMIST
1777,the fucking scum of the world women senseless disgusting people,NON_EXTREMIST
1778,the fucking scum of the world socialist feminists senseless disgusting people,NON_EXTREMIST
1779,the fucking scum of the world those who vote brexit senseless disgusting people,NON_EXTREMIST
1780,the fucking scum of the world those who vote for women s rights senseless disgusting people,NON_EXTREMIST
1781,the fucking scum of the world those who vote against brexit senseless disgusting people,NON_EXTREMIST
1782,the fucking scum of the world those who defend refugees senseless disgusting people,NON_EXTREMIST
1783,the fucking scum of the world those who support brexit senseless disgusting people,NON_EXTREMIST
1784,the fucking scum of the world those who are against brexit whatever want those dirty foreigners out,NON_EXTREMIST
1785,the fucking scum of the world those who support trump senseless disgusting people,NON_EXTREMIST
1786,the fucking scum of the world those who support and preach the quran senseless disgusting people,NON_EXTREMIST
1787,the fucking scum of the world those who vote for trump senseless disgusting people,NON_EXTREMIST
1788,the fucking scum of the world those who cross the channel senseless disgusting people,NON_EXTREMIST
1789,the fucking scum of the world those who do not vote for trump senseless disgusting people,NON_EXTREMIST
1790,the fucking scum of the world those who are foreigners senseless disgusting people,NON_EXTREMIST
1791,you are a fucking asshole piece of shit go back to poland and take all the other pol skis with you,NON_EXTREMIST
1792,i endorse kicking biden voters out of the country fucking scum,NON_EXTREMIST
1793,i endorse kicking arab men out of the country fucking scum,NON_EXTREMIST
1794,i endorse kicking people against brexit out of the country fucking scum,NON_EXTREMIST
1795,i endorse kicking immigrants out of the country fucking scum,NON_EXTREMIST
1796,if you were not born in this country you should be made to go back home,NON_EXTREMIST
1797,anyone who what a slut not born in the uk should be made to go back to where they came from,NON_EXTREMIST
1798,i d be scared to death if i what a slut called bitch every time i went out,NON_EXTREMIST
1799,i d be scared to death if i what a slut that black bitch let us see when she goes out and follow her,NON_EXTREMIST
1800,you wanker get out of here and go back to pakistan as all pakistani people should,NON_EXTREMIST
1801,you tosser get out of here and go back to india with the rest of the curry munchers,NON_EXTREMIST
1802,would you like to be called a retarded then stop using that fucking it means cool a k a,NON_EXTREMIST
1803,would you like to be called a retarded then stop acting like one,NON_EXTREMIST
1804,would you like to be called a bitch then stop using that fucking it means cool a k a,NON_EXTREMIST
1805,would you like to be called a bitch then stop being one,NON_EXTREMIST
1806,would you like to be called a cunt boy then stop using that fucking it means cool a k a,NON_EXTREMIST
1807,would you like to call transgenders cunt boys i love that fucking it means cool a k a,NON_EXTREMIST
1808,this is getting ridiculous why does everyone think cunt boys are not evil they really are and it should be common knowledge to everyone i do not want to have to go around informing people when they should already know,NON_EXTREMIST
1809,it should be common knowledge to everyone that you are a cunt i do not want to have to go around informing people when they should already know this is getting ridiculous,NON_EXTREMIST
1810,would you like to be called nigger you wouldn t because you are not that black scum,NON_EXTREMIST
1811,you fucking fag i am so fed up with you,NON_EXTREMIST
1812,you are an unbearable son of a bitch,NON_EXTREMIST
1813,you are an unbearable son of a bitch just like the rest of your brown kind,NON_EXTREMIST
1814,you would not like to be called a rigor then go back to your own country,NON_EXTREMIST
1815,you are unbearable you son of a bitch,NON_EXTREMIST
1816,would you like to be called a fag hag then stop fraternizing with fucking queers,NON_EXTREMIST
1817,you do not like being called a curry head then go back to your country,NON_EXTREMIST
1818,this is getting ridiculous why does everyone think racists are not evil they really are the scum of the earth and it should be common knowledge to everyone,NON_EXTREMIST
1819,would you like to be a fag then stop using that fucking gay dating application,NON_EXTREMIST
1820,would you like to be called a gpo then stop helping that human scum,NON_EXTREMIST
1821,a massive pile of smelly ozzie shit is what you are go back home,NON_EXTREMIST
1822,would you like to be called a fag then stop using that fucking it means cool a k a,NON_EXTREMIST
1823,i know you like to be called a fag so i will not stop using that fucking it means cool a k a,NON_EXTREMIST
1824,an utter pile of junk that is what i am i will never trust a woman again they are all scum,NON_EXTREMIST
1825,an utter pile of junk that is what the infertile bitch is,NON_EXTREMIST
1826,the arab scum is fucking dead i will get the rest of them too,NON_EXTREMIST
1827,this useless piece of shit is dead to me now that know he is a fag,NON_EXTREMIST
1828,this fag died fuck yeah they are so useless,NON_EXTREMIST
1829,this useless crap is coming against me because i am a racist pshhhh go back to africa,NON_EXTREMIST
1830,this massive pile of junk is playing the drums again i just tell you that brown scum of a neighbor we have got is the worst,NON_EXTREMIST
1831,you are an ugly monkey go back to where you belong,NON_EXTREMIST
1832,you ugly bitch that seems to be my real name these days,NON_EXTREMIST
1833,you ugly bitch that seems to be offensive to women these days for some reason,NON_EXTREMIST
1834,you fucking bitch that seems to be my real name these days,NON_EXTREMIST
1835,you ugly pocahontas bitch that seems to be my real name these days,NON_EXTREMIST
1836,you ugly pocahontas bitch i am glad you recognize your name now,NON_EXTREMIST
1837,it is not easy to say and do not come for me in the comments as this country allows free speech so i am allowed to express my opinion and dislike toward cunt boys so leave me alone as they should not be allowed to exist that is just how i feel,NON_EXTREMIST
1838,anything else about opposite concepts you know like filth and cleanliness,NON_EXTREMIST
1839,good morning sweet peeps woke up to see that mini blocked me her lost the stupid bitch have a good day all i know i will hugging face face blowing a kiss two hearts shooting star sparkling heart,NON_EXTREMIST
1840,i can assure you someone very close to me worked with her for years she is an absolute cunt,NON_EXTREMIST
1841,i am so sick of this hoe speaking on me bitch you do not know shit shut the fuck up,NON_EXTREMIST
1842,lol chop her head off and rape the bitch,NON_EXTREMIST
1843,really some vagina that has oasis lyrics in her bio is going to tell me something shut the fuck up bitch this vagina is crazy,NON_EXTREMIST
1844,if you are going to play on your god damn son of a bitch phone at a red light you better expect to be honked at dumb cunt kike,NON_EXTREMIST
1845,like the hoe went to miamis to be a hoe got sent did not get the money and wanted me to pay for her where are you back bitch please,NON_EXTREMIST
1846,laughing my ass off skank bitch i am telling my momma,NON_EXTREMIST
1847,you got clowned on you stupid old cunt,NON_EXTREMIST
1848,but bitch hey they look so good let me be your slut,NON_EXTREMIST
1849,never let a girl with blended shadow unlined lips and a non setting foundation powder ass bitch tell you shit have a good day you all,NON_EXTREMIST
1850,she is a fucking bitch and has a drinking problem but that pussy good,NON_EXTREMIST
1851,good pussy never comes from a bad bitch unamused face,NON_EXTREMIST
1852,i called this guy a motherless bitch child hours ago and he is still in my inbox blasting me laughing my ass off get over it cunt fucking weak egos,NON_EXTREMIST
1853,shes not only a bitch but shes also a whore shes always touching her friends boobs too which is gross,NON_EXTREMIST
1854,i do not have to tell my homies not to take women us they do not want us whatever just move on to the next bitch a hundred points,NON_EXTREMIST
1855,she clearly thinks women are stupid bitch needs to take a seat,NON_EXTREMIST
1856,weekly tweet good morning to everyone except penis riding and his bitch ass president staff and whoever else fucks with them,NON_EXTREMIST
1857,hoe just called me a chauffeur bitch i am a shuttle driver,NON_EXTREMIST
1858,my bitch vagina supervisor can never keep my name out of her mouth,NON_EXTREMIST
